id,name,slug,description,parent_id,level,display_order,active,featured,product_count,show_in_menu,show_in_footer
3066,Rain Suits,rain-suits,Apparel & Accessories > Clothing > Outerwear > Rain Suits,203,4,169,true,false,0,false,false
5909,Snow Pants & Suits,snow-pants-suits,Apparel & Accessories > Clothing > Outerwear > Snow Pants & Suits,203,4,170,true,false,0,false,false
1831,Vests,vests,Apparel & Accessories > Clothing > Outerwear > Vests,203,4,171,true,false,0,false,false
7313,Outfit Sets,outfit-sets,Apparel & Accessories > Clothing > Outfit Sets,1604,3,172,true,false,0,false,false
204,Pants,pants,Apparel & Accessories > Clothing > Pants,1604,3,173,true,false,0,false,false
212,Shirts & Tops,shirts-tops,Apparel & Accessories > Clothing > Shirts & Tops,1604,3,174,true,false,0,false,false
207,Shorts,shorts,Apparel & Accessories > Clothing > Shorts,1604,3,175,true,false,0,false,false
1581,Skirts,skirts,Apparel & Accessories > Clothing > Skirts,1604,3,176,true,false,0,false,false
6229,Knee-Length Skirts,knee-length-skirts,Apparel & Accessories > Clothing > Skirts > Knee-Length Skirts,1581,4,177,true,false,0,false,false
6228,Long Skirts,long-skirts,Apparel & Accessories > Clothing > Skirts > Long Skirts,1581,4,178,true,false,0,false,false
2331,Mini Skirts,mini-skirts,Apparel & Accessories > Clothing > Skirts > Mini Skirts,1581,4,179,true,false,0,false,false
5344,Skorts,skorts,Apparel & Accessories > Clothing > Skorts,1604,3,180,true,false,0,false,false
208,Sleepwear & Loungewear,sleepwear-loungewear,Apparel & Accessories > Clothing > Sleepwear & Loungewear,1604,3,181,true,false,0,false,false
5713,Loungewear,loungewear,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,208,4,182,true,false,0,false,false
5513,Nightgowns,nightgowns,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Nightgowns,208,4,183,true,false,0,false,false
